"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C48:2 TAG",235.861,109.167,227.94,77.5904,94.4461,6334.61,5901.52,319.347,3759.68,12973.6,20589.1,40.8616,187.114,122.14,264.038,10.9881,356.962,1913.59,14053.8,10.9155,2147.99,13866.8,9875.69,844.091,9246.21,166.107,23370.9,664.838,32124.6,14966.5,5625.76,7116.11,6307.47,12118.4,6257.07,9868.56,11335.7,6508.98,17097.9,44929,28.86,13.4141,45.6832,335.408,17.9648,160.674,24956.7,2222.75,171.407,43471.5,27.1122,499.325,168.293,5863.85,20616.2,357.11,8506.98,8324.75,16.7844,8846.56,1046.32,332.934,2354.68,23764.3,12746.3,18914,59.565,70097.3,5543.85,9.02349,25263.9,43.061,1916.68,13093.3,6318.42,25463.1,286.943,92.1244,34.1664,3270.58,538.456,135.721,20756.1,9913.31,13345.7,8436.22,19849.7,94.718,25.6633,54.3419,0,0,1154.75,192.39,101.265,16140.2,13814.7,22253,9916.1,24167.3,27516.3,292.407,16013.2,2128.55,147.25,10582.3,102.125,7795.94,28206.8,62.3649,1621.28,32.69,38052.3,26.4205,5785.79,489.073,14555.3,979.489,37.9068,13650.7,65.5967,7267.6,74.6713,9175.57,4629.22,198.04,344.992,289.72,24.3664,34927.3,46.9813,22267.5,11.385,76.5946,493.613,462.154,155.632,16408.4,2987.15,8.2581,18021.6,178.633,2653.31,19186,24309.8,31.7367,0,179.94,1485.57,38.3717,66.5045,56.3067,2899.08,7531.53,330.063,2783.87,5708.51,227.238,9029.83,1527.51,40.8609,3432.77,17.5781,1892.56
"C48:2 TAG*",30.2932,0,52.1934,0,13.5342,9.68421,15.9491,0,12.7219,10.6561,21.2697,21.2525,0,0,14.2283,2.42737,30.3839,5.12127,72.8519,57.3645,15.2152,12.48,516.389,19.1996,35.4288,28.7079,9.59474,71.33,16.259,606.046,10.6197,113.454,0,319.155,29.6161,163.952,448.816,28.8705,2485.16,14.838,29.8952,50.3446,18.4334,20.3093,12.6158,12.4439,4725.09,15.5423,15.4061,19.3505,35.3014,79.1853,24.6472,448.224,23.281,13.8834,29.3597,980.044,9.58777,44.5427,4.9053,17.8967,92.3748,540.975,8.04698,36.2088,17.239,434.476,18.1422,4.71919,102.093,12.9663,520.286,17.4657,6.06031,2044.06,0,8.91644,0,0,0,8.64771,0,275.345,0,5.60476,805.001,0,17.4635,0,0,0,0,0,2.29997,139.914,0,58.0904,0,54.1319,99.4199,27.794,0,11.5789,0,1047.94,2.79056,335.881,88.7031,0,0,0,100.809,0,18.2575,0,0,0,0,7.4885,3.59277,28.7694,0,6.06746,9.70368,0,106.333,8.69931,24.9975,45.6787,2.13605,31.7381,11.5775,44.3628,16.0537,36.4145,5.19846,343.086,9.64526,7.43478,9.56767,105.448,8.28681,38.4479,15.9586,21.1809,29.9618,0,12.388,11.5069,42.1695,12.8493,0,24.4871,8.11195,19.3592,8.72662,6.7125,130.371,4.32015,25.8004,46.8583,10.3999,5.60813
"C48:3 TAG",8.3909,89.195,0,32.0782,600.787,689.201,0,99.4457,573.709,57.8777,292.914,295.283,40.2071,125.691,186.97,15.832,657.107,2166.2,204.687,55.4292,371.999,140.123,45.8479,2225.54,692.885,10.1772,264.61,36.6095,768.91,10.623,68.197,9.17162,140.934,5.8934,52.8207,196.92,0,15.3304,323.39,63.2766,72.6467,17.71,142.453,51.3382,21.1008,47.8906,142.563,194.691,285.047,122.537,135.534,1164.75,104.23,70.0681,50.8289,0,0,13.1029,61.6859,0,77.4495,19.8043,0,105.048,155.322,0,0,55.2709,859.249,457.203,242.487,82.4432,29.6367,7.84227,3.7734,683.261,0,155.92,36.0144,51.5139,24.7232,30.1023,40.997,658.118,144.555,79.8619,309.702,34.5771,20.8246,97.6209,118.891,0,499.857,8.53248,26.2822,81.4029,46.1929,1142.42,56.45,15.9846,0,15.6976,92.1542,42.9049,23.413,0,30.1607,0,834.531,113.045,38.3169,10.1886,30.5119,0,0,54.9093,59.0818,74.0092,105.385,75.2144,0,214.043,90.8426,60.7479,114.621,0,199.306,86.0853,171.407,17.4663,420.092,14.1497,563.664,188.139,19.9453,149.286,188.783,0,193.076,250.18,69.6878,4536.19,1463.94,418.573,183.874,56.0719,50.8988,12.1947,544.942,254.091,0,910.503,208.481,93.6037,30.4237,173.567,22.9992,99.2098,732.37,642.357,45.428,185.939,179.873,54.9037
"C48:4 TAG",67599.1,32517.6,44962.8,40411.9,58419.2,90.6133,124.433,55712.6,31893.5,32200.3,33620,50469.2,35301.2,42222.5,69977.9,45022.3,56181.6,16.0039,57798.3,43314.3,95.5533,66763.4,28871.2,48388.9,66478.5,44762.2,147.205,39322.6,0,231.853,98.4084,3236.54,40581.4,49443.1,30749.9,858.619,69.3639,28314.5,0,45510.9,42200,33469,56048.9,19965.9,42081,36564.2,185.842,38981,41058.3,38256,43954.6,36660.1,58042.5,1372.49,41838.5,59418.9,41638,5988.06,51402.9,65442.5,84016.2,50695.9,4795.35,180.575,79.4496,3268.16,520.7,0,42605.2,47154.3,35325.8,37912.3,6936.53,53567.4,26904.8,186.101,33595.7,44747.8,31170.5,4776.82,36030.1,58833.6,24854.2,387.475,157.658,20256.8,114.71,42741.8,35635.6,45845.1,64708,38875.7,52354.3,61627.1,24283,3644.02,59.5232,150.61,114.857,8865.35,40467.9,50241.7,27342.9,28263.1,18391.9,0,45147.9,11489.9,23849.7,23274.9,47807.6,49476.2,57.9639,45574.9,7305.02,56486.9,83704.5,1285.33,26352.3,19803.9,75201.3,1281.58,41543.1,25807.1,25733.9,39547.6,36300,62403.3,35986.5,0,31806.6,100.227,31600.2,27554.2,8242.2,40726.8,23865.8,0,44193.1,6266.06,11455.8,56232.9,34488.4,30021.3,616.441,40402.8,62370.8,50400.8,13985.1,30042,71679.9,41915.2,43278.8,71142.4,3515.94,26581.4,43310.2,28147.2,0,40172.3,51937.6,8223.77,39064.8,24783.3
"C49:1 TAG",32.8053,1698.54,0,296.16,192.66,208.706,38.0127,118.906,1469.06,124.719,2562.6,139.747,80.2256,128.832,313.606,38.4,669.192,470.709,5884.13,0,473.368,269.395,1475.04,341.396,1844.69,8365.87,550.97,853.957,620.404,181.519,515.852,1173.01,309.989,1754.15,3172.09,209.958,113.988,2407.33,278.139,15.3925,392.452,36.9248,1132.66,27.5197,6.36413,18.8125,806.925,21.05,4616.58,1981.33,2360.46,965.226,1448.18,2302.26,2135.51,1053.45,108.682,1808.69,16.0793,36.314,13.944,135.018,2316.96,344.325,176.429,861.18,1230.06,59.4013,317.96,113.265,532.727,401.881,1105.71,0,132.263,511.409,82.3139,4127.19,40.8131,206.799,15.0339,157.757,367.391,46.6635,107.132,1617.89,288.932,16.2263,20.3044,145.718,450.113,90.8808,2208.3,0,65.0158,181.472,438.2,468.453,121.384,341.088,1245.69,61.0293,18.7384,408.306,9.44475,129.864,741.06,594.31,2135.12,13.3789,178.614,0,2325.3,0,453.972,17.7418,232.787,189.021,8.74832,1233,347.025,2473.25,126.5,1416.39,73.197,9.19992,142.81,161.856,491.354,632.724,892.35,188.106,2406.64,9.24421,578.647,316.489,39.2855,357.486,163.318,65.9483,2163.24,243.052,255.112,63.963,3141.6,1011.71,64.6385,48.3925,94.2171,289.361,31.972,1192.55,28.4003,18.1791,71.5351,797.976,130.239,397.562,793.29,37.1737,16.8248,4158.05,41.5952,6308.6
"C50:0 TAG",155.13,5795.78,369.897,325.144,733.481,97.8884,1349.24,955.209,911.738,337.884,1220.38,773.632,1626.02,2946.1,935.188,416.852,1922.51,871.639,592.177,159.303,352.779,3634.79,69.6978,1684.59,1056.51,577.362,164.708,185.949,230.832,225.201,424.358,746.103,1487.13,641.467,892.235,217.655,139.967,889.887,41.923,342.865,723.574,768.726,1361.06,322.673,135.576,962.117,115.692,119.078,693.227,3014.35,259.98,2217.11,5499.17,0,1588.5,480.081,503.895,124.412,222.112,333.961,343.414,154.5,17.336,140.244,495.095,293.16,871.106,108.101,1411.78,152.466,393.908,717.243,107.136,620.619,178.838,144.49,716.9,286.323,221.27,5401.05,172.317,2450.37,1031.9,1185.3,177.809,963.342,4969.85,59.3153,694.377,1183.63,1597.23,422.389,2929.22,1764.7,2711.35,480.855,774.274,1308.5,1525.93,1946.38,975.015,129.771,160.957,2987.23,519.302,96.9984,267.706,640.715,912.047,430.898,1132.54,583.593,924.209,1152.71,625.427,1476.19,1023.18,2072.55,1695.95,309.006,991.31,542.134,610.68,2513.25,326.127,154.242,902.148,673.452,395.653,270.87,393.662,2045.84,262.657,170.986,828.519,446.763,377.048,243.626,335.19,279.376,311.531,254.602,102.062,752.431,1021.43,464.804,1164.25,190.066,455.777,476.782,513.839,409.508,351.8,416.215,128.683,411.251,440.229,97.4153,83.9709,1947.9,1202.26,631.419,135.205,395.601
"C50:1 TAG",12086.4,234.76,1407.71,5532.83,2165.76,966.892,2348.97,106.216,224.375,169.094,6836.95,1010.3,628.392,373.231,350.912,166.821,957.008,1150.52,1240.08,1591.28,15456.2,4978.79,4111.51,678.145,1539.3,503.968,1163.39,1841.8,555.07,729.283,865.429,13048.6,234.492,8431.36,9906.17,18092.3,763.351,5239.44,9121.63,355.314,432.949,154.326,362.975,281.634,683.699,309.83,4429.1,181.824,33058.8,221.59,2202.63,7312.03,1416.2,7707.93,509.446,277.97,1745.35,14361.9,121.632,6393.07,981.354,682.12,11329.3,1519.83,166.567,3861.15,106.038,9134.05,821.891,353.866,3374.87,867.448,7250.6,285.717,542.397,4270.58,133.189,345.258,132.257,3656.89,191.145,396.988,1767.8,5383.65,253.087,1524.77,16970.7,493.28,1293.59,489.408,28843.9,247.985,465.586,540.931,131.491,20179.9,8366.26,577.682,578.439,2265.45,1027.9,1864.89,2659.36,477.65,1947.3,2242.51,2586.13,6024.43,483.473,285.787,3152.63,99.6971,712.777,264.172,1099.91,148.213,10881.2,366.927,258.737,608.291,791.393,374.857,301.876,2465.33,875.615,341.493,472.971,1411.94,322.486,383.911,221.951,4501.32,140.253,201.944,4810.74,1066.58,481.113,2255.7,341.78,25918,2068.72,3309.96,274.463,173.719,1154.05,859.023,46.353,526.224,334.158,4704.32,198.415,423.3,334.742,418.608,1281.87,1540.95,223.087,2125.49,4339.77,422.649,1756.95,5911.89,469.483,450.723
"C50:1 TAG*",85.4941,68.2156,57.6006,29.4696,69.5616,14.5927,57.2965,35.5413,73.2462,27.6434,35.6173,88.5635,65.3271,34.6497,181.176,118.688,62.5094,73.5288,32.0646,151.744,58.0839,63.5677,56.5316,208.884,34.839,34.0441,25.074,31.2084,49.7456,47.8074,27.8145,33.8993,795.134,29.6948,26.6596,79.645,22.4573,36.9627,20.8387,55.2669,31.1023,88.3144,78.678,318.409,1991.37,62.4942,57.1583,92.5329,66.6248,46.7056,45.1942,141.179,250.223,257.01,45.7064,56.2648,47.6766,40.4262,3559.37,120.518,788.428,153.889,116.344,34.3806,30.8837,51.977,28.9481,32.0688,53.5928,224.79,47.7589,41.0559,36.1506,79.3733,165.695,48.0253,45.0075,30.4118,234.12,75.0659,1028.2,40.225,61.541,67.265,38.4426,68.1388,35.8254,454.659,89.5241,259.672,386.171,135.137,59.6585,3932.22,52.1152,41.9249,74.8106,37.5442,36.1836,29.6894,45.582,0,25.4081,66.6633,41.4363,45.4227,50.2144,112.487,29.1183,1315.75,46.3971,1284.66,50.3579,732.872,28.6581,338.189,68.6345,37.9424,16.3257,53.0853,83.4928,40.9659,119.587,17.6414,46.954,1582.41,41.3342,41.3115,129.753,43.3004,0,44.7055,49.287,71.4159,49.5829,79.6298,36.4788,48.3762,51.7669,112.997,19.6916,103.792,22.1762,31.3191,37.6307,82.2502,213.399,21.3688,53.0029,64.4326,228.457,37.7973,86.4284,182.275,32.7053,18.8865,86.6562,35.8788,25.3497,32.192,186.493,89.1115,84.068,0
"C50:2 TAG",605.905,441.008,130.968,357.984,472.476,454.084,191.742,72.3717,46.3507,404.29,142.811,74.3788,381.817,139.221,99.8524,36.5806,46.8814,72.3692,31.4585,297.159,576.973,52.6042,98.0052,136.32,38.9959,736.237,321.921,74.4375,56.5748,104.636,600.282,70.0621,285.96,75.8236,107.337,105.558,171.782,779.205,48.3304,23.5646,60.5883,66.73,170.81,243.24,120.268,42.6256,147.74,80.0697,149.601,24.8289,142.66,209.998,82.7944,0,51.2041,144.299,75.8682,280.227,93.7143,72.1778,206.768,42.8847,108.554,497.941,36.935,80.7104,22.0446,65.6904,34.3464,122.651,185.808,70.6692,134.384,23.3249,166.716,47.5035,0,86.6609,1963.31,102.952,422.339,168.986,925.168,76.5549,393.82,369.035,240.667,981.125,91.161,155.098,196.309,5085.19,125.665,1344.74,1114.71,74.9408,110.564,167.059,32.7531,22.6495,22.7452,550.011,151.617,224.282,169.074,79.6654,584.133,0,53.0636,850.779,248.555,574.194,45.5331,554.797,83.9286,677.738,53.6071,129.42,555.507,33.2026,0,881.897,45.1828,6604.49,1509.02,186.214,28.459,38.4939,96.1996,226.273,45.3425,331.168,1257.6,47.2341,232.312,67.4448,41.0573,141.421,84.5524,764.792,53.2223,217.649,54.0939,24.9951,0,39.4218,54.1425,55.8039,306.022,180.104,49.3669,322.573,308.649,62.1584,72.4525,33.9819,34.9108,4921.07,2610.5,334.864,66.9666,246.446,7914.37,113.384
"C50:3 TAG",27.0522,12.6475,12.2278,0,0,15.208,0,0,0,35.128,10.4919,0,9.96707,26.4703,0,0,0,6.49043,0,10.8176,13.6442,175.598,29.4919,0,805.741,110.574,65.8779,0,0,0,92.0947,0,8.72259,0,0,19.6335,0,27.8941,0,0,11.9043,0,0,15.2374,20.256,8.37017,0,0,0,32.3188,8.02299,200.878,0,0,26.2858,16.5999,25.3497,0,18.222,54.7353,47.3296,15.1252,0,46.6102,0,0,25.0168,0,0,34.5702,18.4452,24.282,0,0,0,0,0,10.1132,50.1812,0,0.0187582,0,43.8599,0,0,0,0,16.138,0,0.20776,0,0,0,36.5508,32.2595,0,0,0,0,40.4828,0,0,0,0,0,0,0,7.86718,0,54.6026,0,0,20.5977,0,0,0,49.4239,0,0,0,6.08202,167.218,65.9142,55.5871,0,44.1416,0,0,0,21.0185,0,0,49.3863,0,0,0,0,0,19.7439,26.6553,0,32.3273,15.2442,31.8524,0,0,28.008,220.369,161.631,0,0,56.3262,33.3076,0,109.767,14.9624,76.1763,34.6423,0,14.8213,0,44.8632,89.9063,0
"C50:3 TAG*",132.402,58.5786,197.944,78.3484,138.55,875.379,68.8873,117.922,250.491,1059.65,335.654,480.857,131.105,137.43,511.132,142.734,763.638,657.667,1210.64,179.569,770.78,350.72,488.217,263.046,506.87,2900.38,686.94,577.809,1405.63,2576.04,961.772,289.596,225.372,331.635,157.316,1466.88,723.679,1571.27,7767.53,3041.97,276.716,183.181,663.524,173.837,88.2215,99.6689,1318.65,105.886,81.3511,4499.26,2493.62,282.353,2056.7,2468.66,166.071,637.053,248.274,856.814,246.474,354.128,205.141,54.5687,1473.94,1119.57,492.526,202.446,648.016,4168.96,207.822,194.607,1219.91,344.633,966.331,272.519,97.7658,2819.93,337.024,1536.44,72.842,181.648,131.108,77.72,170.041,255.322,387.125,141.289,671.401,75.1974,138.786,71.4728,921.182,74.4477,342.788,251.532,52.7677,414.028,45.2504,304.95,2958.43,1211.18,3237.24,57.3125,921.786,172.045,146.705,3079.9,281.705,422.492,1244.81,245.961,79.7165,283.461,7231.82,75.0936,362.649,179.963,313.946,366.416,57.3698,1237.63,1167.11,3048.27,274.65,1173.29,899.658,57.1431,947.872,532.258,392.968,1020.32,168.492,920.911,213.011,622.002,374.425,568.591,286.318,1460.42,337.148,165.201,678.56,2074.37,145.834,1448.39,2651.35,267.169,266.661,236.417,503.534,639.982,212.066,446.934,225.153,710.755,73.1307,469.835,84.283,51.3075,1607.19,851.982,302.211,1225.12,86.794,192.935
"C50:4 TAG",2089.11,7342.11,340.747,3807.8,7540.73,7618.31,2935.44,1749.69,974.969,6181.79,2117.84,377.184,1858.32,7175.89,660.743,735.388,314.579,1278.22,380.731,3043.29,10085,1230.2,2400.55,888.597,5705.46,2764.73,4007.32,3550.94,2480.19,1570.35,6488.46,748.163,1301.74,235.125,504.674,5802.54,170.209,1074.16,3448.02,453.827,3382.55,1033.9,1349.77,358.68,4998.07,1311.7,648.674,935.431,2582.85,280.835,2515.99,692.725,2069.98,54.3736,1177.62,4544.86,5481.31,102.054,613.034,3477.4,1724.41,1516.5,116.046,1046.65,5267.37,426.791,640.064,698.537,1658.31,2120.01,1994.52,2293.43,678.956,737.241,1011.32,907.633,1248.29,953.15,10233.7,1463.76,1565.69,177.911,1508.37,41.0067,5621.72,2551.08,2643.01,5282.66,500.81,1374.65,4639.79,1279.27,1217.83,468.309,3393.79,787.7,1727.22,1919,1213.96,1205.41,478.675,4044.44,91.4253,594.612,860.221,738.912,4204.4,284.85,2034.68,3570.23,1043.15,18122.2,1121.07,2409.43,948.959,1054.16,520.258,2112.61,22419.4,1149.46,1242.9,1492.76,758.818,10617.4,2154.13,13369.8,629.013,2007.03,5122.7,904.231,2668.85,1405.64,2553.11,955.198,3237,632.333,676.614,567.907,1551.2,6251.79,1087.12,4529.29,1547.23,1026.45,1349.36,1617.56,766.544,839.008,1660.72,2890.14,1514.21,1947.72,3430.42,21828.6,489.358,2609.39,1727.45,21811.3,11362.4,1535.84,1229.83,3561.05,21508.5,3506.15
"C50:4 TAG*",0,5.82079,0,0.928466,0,0,119.615,0,77.9911,0,439.655,198.173,90.3602,0,0,0,41.2442,47.6086,1654.32,0,0,40.9982,25.883,0,132.766,0,0,480.938,54.4848,14.2582,0,1.07167,0,12.3316,3.46733,77.4396,13.9422,0,65.1994,1310.88,0,0,0,18.3924,0,21.5963,0,0,0,0,60.2404,38.1396,282.941,23.4622,0,25.6721,13.3056,13.4938,0,1258.12,0,148.369,6.5475,53.5267,0,121.794,0,113.604,71.2872,0,0,111.584,60.8324,85.8043,96.2764,0,0,0,0,43.8346,0,1.47616,5.56897,0,33.0286,0,1.5172,0,22.1065,0,0,10.6245,0,26.561,31.1263,0.675314,26.9007,0,67.8732,204.594,425.956,0,6.04294,0,32.2061,8.83425,0,74.1935,0,21.4409,4.51886,0,0,28.3477,0,91.1257,94.1962,225.72,10.0669,0,0,4.02134,16.5732,3946.69,78.6389,0,80.5519,3519.55,25.7164,12.049,151.14,46.2389,32.0512,100.812,26.8691,176.267,396.014,5.05582,37.9673,47.2565,5.04407,0,340.723,419.529,0,0,89.0243,46.9774,43.5496,63.8489,21.3509,118.04,0,0,55.5169,0,609.095,0,41.5966,130.326,0,11.7199,38.1694,0
"C50:5 TAG",25.6215,9.05772,67.0502,18.2726,20.4126,5.91638,26.7207,27.3625,14.1663,10.5374,52.4331,22.3332,17.9615,24.2502,26.767,20.101,25.3438,5.68373,51.444,21.6647,45.8312,74.8729,77.2065,50.5296,125.013,189.54,51.346,14.6425,18.9374,32.1529,23.3754,7.77051,46.6172,52.3263,10.9677,30.8913,17.4662,14.0723,22.1678,34.109,17.3662,12.6767,14.217,16.2161,10.4599,6.62868,53.7838,17.0598,20.8647,67.3813,19.5179,53.5561,29.1779,391.56,39.2021,41.0137,26.2941,51.9629,7.21534,17.0426,16.2693,126.138,10.8423,17.1681,32.5033,24.1932,32.927,22.5931,13.641,25.0328,20.1863,30.5404,11.2907,18.1099,5.5405,88.3714,18.2637,32.4552,6.71873,18.5592,12.8313,41.3301,99.0114,10.9958,3.22736,39.1272,15.9928,21.6949,32.0022,59.7885,35.6273,395.622,82.9357,10.9898,17.8827,22.3579,59.4233,21.8086,27.1649,111.981,49.4036,20.2044,22.6399,20.6418,89.3304,39.3409,45.2985,30.8189,34.627,15.7059,53.5546,0,100.823,6.67182,25.3664,9.36076,23.5858,39.7288,12.751,9.84331,52.5815,66.5631,19.0832,35.6414,44.4638,21.1924,58.6271,14.0214,33.9342,44.9531,26.9933,14.2005,18.0014,31.4083,17.5369,19.0738,26.1418,64.6556,10.5495,7.83171,28.7967,25.1164,64.7529,65.1681,97.2171,92.1262,23.7359,18.1944,19.9908,43.434,31.0891,26.5582,16.4326,12.3368,27.0465,32.9194,37.0902,18.6606,20.1393,24.8944,29.4583,28.2698,28.0438,32.6716
"C51:0 TAG*",515.035,455.48,348.959,64.2846,1062.29,0,0,3558.06,435.657,1127.13,283.043,585.733,558.223,1734.64,1883.28,130.293,1422.73,701.586,393.485,165.077,1606.59,4189.25,695.233,2500.33,92.4509,1322.9,810.474,62.0474,126.716,0,1318.19,467.115,470.745,579.403,702.248,86.7423,0,1294.75,65.7368,155.271,490.34,492.517,977.895,517.157,113.629,414.41,253.422,163.852,684.449,2235.25,334.209,1733.36,816.6,0,789.932,266.99,989.284,0,263.096,188.809,950.091,21.2228,165.319,0,15.2726,334.605,127.711,0,190.295,167.436,484.73,460.213,324.762,283.421,437.656,0,18.0683,128.552,555.988,156.684,342.499,37.4252,0,0,5.73239,246.85,26.7185,249.365,0,5090.46,1176.98,198.468,222.064,198.374,279.181,190.139,0,23.8501,191.877,0,0,163.161,0,0,36.4922,594.061,0,112.381,724.505,621.606,981.252,513.719,1010.13,153.028,46.1896,829.79,1235.21,140.672,81.3034,35.5129,28.3944,1844.57,160.957,1619.45,1192.08,135.29,2116.61,463.911,886.842,74.2331,548.314,375.046,370.388,103.728,264.414,753.853,86.1974,62.0141,377.925,312.425,457.942,328.399,100.618,532.128,366.134,340.677,1028.32,387.965,1084.94,1752.74,215.104,1828.58,1837.56,195.139,590.402,431.072,58.774,470.088,86.8536,405.552,716.895,1555.77,638.697,489.618
"C51:2 TAG*",103.314015,85.176,488.214175,112.1336,282.3894,107.5676,15601.237,1045.5495,449.82695,738.128,248.9635,314.8,185.23105,359.8275,333.13315,874.02405,284.80555,184.9396,915.1395,902.71423,304.4715,437.16125,1138.205705,1713.62015,160.0179,377.5295,673.5835,404.8346,2320.843,354.569,901.9935,398.8561,812.3665,767.95615,132.9975,701.46,767.793,299.2164,686.17,452.32265,241.551,481.65896,503.8274,201.161715,165.497345,76.959935,1791.326,312.669415,315.6343,426.41485,427.8293,1659.369515,265.48545,2780.285,406.2645,127.019,213.87625,2156.5046,386.6895,608.41845,500.095,64.952515,3176.68,2649.0005,369.342,230.09385,277.3335,3165.0855,98.62225,95.4035,485.4215,155.28855,1133.81065,790.44085,512.915,656.865,407.4635,333.862,296.1634,158.3984,239.38291,96.129455,348.151,23881.1675,581.38,192.1831,116.678,282.365425,177.72855,488.6911,832.8726,134.847405,791.68425,569.44355,48.608655,175.5066,114.0052,331.79975,586.783,344.81209,365.381,290.43737,605.9185,138.84485,159.17413,12703.5505,312.19675,1205.6135,157.6645,597.5163,232.04275,82.649995,467.7078,287.15955,1846.03565,219.266,52.2009,177.07485,47.0597,628.085,1118.0135,420.23425,104.22235,548.634,1159.45983,155.886745,380.3057,669.61715,250.81255,422.2255,292.009,227.0635,146.9475,116.687871,255.5625,773.97,190.6388,10971.5435,231.0068,101.793,409.2725,405.97555,400.6717,402.31475,492.80295,1370.09,736.7031,181.22695,253.355,1025.969,344.10545,301.3235,417.55375,292.03309,192.6495,362.1882,60.96775,223.37375,927.55685,1791.805,878.51,1047.82165,157.43906,339.668
"C51:3 TAG*",278.776,39.6771,47.9639,31.4756,85.8906,5.88313,0,2002.01,50.2776,227.651,65.8807,123.838,172.497,871.935,334.309,289.196,127.407,0,2559.3,143.109,0,382.488,0,160.756,62.3823,587.211,0,712.125,0,0,0,0,140.223,260.278,29.9317,0,0,34.3467,0,520.674,2560.71,131.083,174.478,58.5763,138.601,109.787,53.2994,274.097,105.43,66.0569,213.298,107.135,205.585,799.862,260.579,1242.98,152.739,95.065,64.9434,3018.55,323.784,555.245,64.719,0,0,25.7607,3.51546,0,392.146,126.903,10288.6,479.92,24.9834,909.927,44.834,0,2657.86,1425.59,144.941,35.5919,71.0151,87.5617,3068.53,0,0,0,0,37.6118,358.332,367.216,310.91,35.9218,0,473.881,250.47,85.1684,0,0,0,36.2465,157.873,78.289,4500.21,0,0,0,41.9145,1147.01,37.6548,266.46,17.7619,76.6895,0,606.59,521.469,168.417,3275.05,0,0,74.7816,4881.24,0,231.701,704.377,0,145.323,106.003,293.894,214.468,0,72.9419,0,77.7759,116.753,0,246.186,137.075,0,38.2377,0,250.01,1175.03,541.641,218.054,0,6960.07,1376.37,72.5461,97.7799,117.696,1371.26,274.432,493.805,221.642,0,648.19,378.794,32.1876,0,52.8776,357.178,0,112.196,166.499
